"x","y"
0.0761288014530019,5.42426709374705
-0.620448703987005,5.32589045792673
0.327143980527508,4.61445080252881
-0.146457641971131,5.00772898740547
0.496147951788583,4.98730954636848
0.973476973354888,5.56463792150699
0.959041681873309,6.1360796720108
0.490861843925653,4.98894093657511
1.34952222184691,4.94670757053428
1.03099761440838,4.36938306323745
0.433794300298847,5.44621486482858
0.0396216582703052,4.82380047865946
0.0215822620065404,5.21485504324964
0.218873846605135,4.93232000455137
-0.363873287595415,4.5372803312662
0.142955188851278,5.32559819518278
-0.455632661210908,5.30214231010318
0.195673147185299,5.74860179078509
-0.453930034150926,4.52603073337274
0.137323415561405,4.40789615471612
-0.259573098057177,5.27950650102406
-1.26473546622064,5.17250255850701
-0.408825583310603,5.70040617085872
-1.11452103357896,4.56043498871963
0.0810356818450552,5.26583581382843
-0.217031947111228,4.41887040976038
-0.636766154060614,5.36176647295992
-1.1796562305896,4.76583933129958
0.01275932070949,5.00445297311955
-0.392889177682044,5.3094380839849
0.423666679822656,4.04950466640565
-0.198865382973237,5.00980612029971
-0.0557199959455525,4.35861999325592
-0.683056445863786,4.96716393289581
-0.0198544491024733,5.70383026923061
0.914307282972291,5.71319109781454
0.338784457787174,5.97233692874779
0.0135756404908496,5.41823774889768
0.892600008090152,5.80489249361322
0.772464782800227,5.50222453110822
0.882227451508807,5.51122978757065
0.695620412763349,5.99540309989039
1.09971140404904,5.24745902690004
0.262741398643711,5.3534087035205
0.897352165731386,4.81868722668815
0.215496968267857,4.62135716200028
-0.583842091073534,4.77644609609523
-0.986778828254387,4.89361221003331
-0.00377688343391117,4.95882428531581
-0.0950671701649478,4.9082118691911
-1.09403560716265,5.21300239720875
-0.184741014026489,5.3353644603519
-0.248912466822342,5.41308806978496
0.515859117928306,4.42707456308316
-0.300120355901025,5.09340101805074
0.222169067379816,5.21939872787168
0.227432764937979,3.85650426131726
-1.55063121950331,4.31957238948391
-0.516259889337018,4.50227366351715
-0.969737400094293,6.0212776933334
0.0753504578621016,5.38507253605933
0.351065513749032,4.35077963098022
1.21539022008044,4.56746583467964
0.462682968795945,5.32106036865957
0.189345712587173,4.61847731182439
0.0880411247898218,5.08986943262547
0.777066483038006,4.93189369189304
-0.246732278404637,4.78231873665407
0.737031856077515,5.28161474363278
1.0947338514295,5.74046568073924
0.828330331623667,5.90653579380378
-0.308730168956556,5.5136841279963
0.183559012669894,5.5243128178679
-0.870385227275553,4.98655522370423
0.715352995392163,5.03533668801776
0.693455878458612,4.97301262070041
0.797138553182819,5.35485858945717
0.219882028952323,3.98554791438157
-0.296741738268934,5.3385169436998
0.216197555118249,4.66383237749841
-0.278132404923184,4.88695806597726
-0.060243844584826,5.21974052617074
-0.723699664113742,4.9921840627366
-0.413346851550639,5.59582476045548
-0.0877230559154602,4.72866735798963
-0.0495378211945205,4.44409730795732
-0.821512426178652,4.60662828715638
-0.918308152636807,4.66150028486296
-0.372456869628562,4.55448937825452
-0.635122749095539,4.73026087795162
-0.125257513860414,3.97272272170832
-0.23881620125522,4.8013328964545
-0.775367071822815,4.25447467498483
0.397792437318461,4.93554255265195
-0.00311756952676929,4.64916792042243
0.0686095258671732,4.82426174190766
0.638083434485234,5.26892330874181
-0.00571143253521411,5.37331190201171
0.0654923008476987,5.54449495992232
0.4403621752196,4.82602153907978
-0.159555032263982,3.98765473355763
