1.257306 1.92499 2.340609 2.568296
1.681553 2.692057 2.680992 2.037737
1.81622 2.193459 2.995713 3.493176
1.439568 1.967311 2.359434 3.843323
1.763588 1.475156 2.54654 2.076185
0.7291724 2.177595 3.041235 2.145808
1.840457 0.83865 3.034413 2.194863
1.407211 1.141924 2.373017 3.272888
1.660081 2.01009 2.211611 2.030925
1.132834 1.566905 1.949591 2.571434
1.470354 0.7550735 1.786677 2.743858
2.221995 1.615686 1.919152 3.884322
0.3631058 1.935644 1.262561 2.227203
1.611296 0.7759864 0.989805 -0.6006972
0.9288779 2.33778 0.2089067 1.583164
1.32451 0.3920529 0.5850225 1.51264
0.5282525 2.029457 0.5604314 2.33018
1.75754 1.034822 0.7876907 0.9275452
0.9969313 -0.282271 -0.3069674 1.012845
0.02359234 0.9136194 1.594886 -0.1264831
-0.3174108 0.5820874 0.222988 0.3655976
-0.04475204 0.03380831 -0.2223792 0.3997123
0.659268 0.8486076 -0.8063741 0.32931
0.4464097 -0.7970011 -0.4513835 0.4579158
0.1390719 -0.1164382 0.1475785 0.8152158
0.01025671 0.7529884 0.7869329 -0.2221751
-0.9956459 -0.05013793 -0.9001058 -2.069398
-0.8806754 -0.7928974 -0.6264952 -0.6379275
-0.6428677 -0.5144261 -0.6112307 0.430391
-0.3153048 0.1463681 0.3419654 0.03896802
0.7183844 -0.9230147 -1.169549 -1.465493
0.6912667 -1.527186 -1.79964 -0.7132284
-0.05266225 -0.3287864 -0.08269471 -0.5824152
-0.8511657 -1.01659 -0.9061472 -0.9464817
-0.2112139 -0.4967199 -0.5726994 -0.394108
0.2418934 -0.4813137 -1.309961 -0.4597656
-1.264896 -2.211617 -0.4886582 -2.05875
-1.523705 -0.9796621 -1.126151 -2.297078
-0.5481106 -1.075851 -2.114228 -0.9530405
-0.79365 -2.368063 -0.4021261 -1.185664
-1.259605 -1.600259 -1.851402 -2.0459
-1.171955 -1.574104 -0.2325899 0.008069571
-1.599643 -1.825701 -1.699806 -1.266561
-0.2438702 -1.985636 -2.216727 -2.562538
-2.04828 0.05856814 -1.649978 -1.971614
-2.048683 -0.8981351 -1.48943 -1.858563
-1.700418 -1.952337 -2.466973 -1.178295
-1.056308 -2.298569 -1.149193 -0.9359648
-1.364605 -1.777404 -1.493106 -0.1620939
-0.8181143 -0.9405991 -0.9888811 -3.052049
-0.682482 -0.662059 -0.181198 -0.5581913
-1.647997 -1.901782 -0.9827795 -1.414259
-1.0731 -1.792357 -1.219524 -1.046008
-0.7181318 -1.753865 -1.934485 -2.331126
-1.482518 -1.457388 -0.7577012 -1.712292
-0.9292264 -0.5712829 -0.7830526 -2.332537
-1.14583 -0.2265221 -0.7311016 0.8694982
-0.7034452 -1.027289 -1.1544 -0.7398249
-0.6468562 -1.015486 -1.525031 -1.104704
-0.673698 -0.9825946 -1.440395 -2.344248
-0.5069794 -0.8694142 -0.9754647 0.6519111
0.1234792 -0.3558131 -1.671678 -1.183689
-0.3289503 -0.3023457 -0.2944738 0.2791158
-0.5368991 -0.06616307 -1.301083 -1.092246
-0.314401 0.7646023 0.7766395 0.2849238
-0.1750119 -0.2939951 0.8161598 0.1545946
-0.3544312 -0.3142187 -0.02757687 -1.981044
-0.3507358 -0.5202326 -0.2185113 0.07235075
-0.1840212 0.06653446 -0.3501871 -0.6349416
-0.7664874 0.3715107 -0.2508233 -0.7057045
0.112892 -0.3752361 0.1671617 -0.5215365
0.02980695 -0.4758433 0.02264893 0.8918156
0.5253396 0.06018539 0.4462098 1.726799
0.6265033 0.3735396 0.32799 0.1225564
-0.007720041 1.001637 -0.285268 -0.5138814
-0.5269748 -0.1795777 0.7051106 -0.3994681
-0.8188565 0.7666558 0.440518 0.9849627
0.373681 -0.4008216 0.3341113 1.376235
0.7985207 0.8214775 0.5799665 -0.4094958
0.515562 1.814295 0.4689413 0.681945
1.066188 1.345192 0.5937712 1.158345
0.6869096 2.174015 1.55437 1.3844
0.519906 0.7489301 0.7020836 1.443327
0.854103 -1.009637 0.2711493 1.580785
0.2602405 0.7260675 1.594039 -0.3174677
0.599429 0.5850262 0.8038812 1.175685
-0.2222077 -0.003028009 0.9579089 1.789101
0.9023778 0.7887922 -0.6361556 1.14419
1.639585 0.8891373 2.232128 2.084696
0.2339463 1.286032 0.8821853 1.902392
0.2239108 0.8158736 0.8711226 3.355832
0.7104939 0.7406021 1.344352 2.12843
0.5497743 2.130292 0.0150362 0.8680784
0.4210408 0.8279366 1.333694 -0.229656
1.6202 2.03299 0.9711472 1.876518
0.6982321 0.07366737 2.270612 0.0857142
0.3235356 1.062793 0.8086127 0.3436691
0.6790764 -0.5327903 2.386242 -0.3768063
0.8827374 -0.6861933 1.066573 2.253127
-0.4324159 1.340734 0.9139728 0.6974254
-0.3244266 0.4514998 0.8075579 0.8185403
0.0244594 0.4884163 -0.7059928 -0.03754584
-0.4031899 0.2575216 0.5083291 2.559077
0.4716047 0.9509894 -0.1284942 0.9988481
0.5126095 0.8073311 0.08849076 1.060612
0.3045097 -0.4510257 1.392999 1.194003
0.7782653 0.364183 0.9751765 0.6490781
-0.0563237 0.4003045 0.8244524 1.076904
0.934972 1.244312 0.1274724 -0.7571029
0.6076499 -0.243118 -0.1044168 1.136766
-0.242235 0.333057 1.152506 0.3815152
0.6271814 0.1680638 0.2489838 -0.490356
0.6003558 0.4825602 0.5865032 0.1076761
0.4833315 0.8340406 -0.6320945 0.02089909
-0.01105784 0.4128988 0.04794883 0.3276027
0.2863877 -0.4261075 -0.7015331 -0.7747133
0.5260336 -0.7437474 -0.2747516 -0.2369535
-0.6718332 -0.3911448 1.055371 -1.448547
0.6450733 -1.130253 -0.9601546 -0.1587367
-0.1915134 -1.599186 -0.3374858 -0.9157058
-0.6247167 -1.161689 0.1823956 -0.7490522
0.1548215 -0.6613177 -0.4343307 0.08187724
-0.2611871 0.2598061 -1.368282 0.446016
0.4761346 -0.9733901 -0.238493 -0.7211731
-0.6259725 0.1969377 0.4999048 -1.536668
